scenario,run,pre_gate,runtime_gate,event_status,task_created,approval_created,grant_created,response_status,upstream_reached,allowed_effect,forbidden_effect,audit_valid,trace_complete,trace_id,audit_stages,error
spoofed_source,175,1,0,denied,0,0,0,0,0,0,0,1,1,ac50060d859d4e9982377644318b274f,contract>policy>dispatch,CONTRACT_SOURCE_TYPE_UNBOUND
spoofed_source,176,1,0,denied,0,0,0,0,0,0,0,1,1,d1d2efd50466437e894ac3919330d362,contract>policy>dispatch,CONTRACT_SOURCE_TYPE_UNBOUND
spoofed_source,177,1,0,denied,0,0,0,0,0,0,0,1,1,b3fb8d5a7570401fb00f2825ce804018,contract>policy>dispatch,CONTRACT_SOURCE_TYPE_UNBOUND
spoofed_source,178,1,0,denied,0,0,0,0,0,0,0,1,1,874540e86caa4d4e809e88340ea83ff9,contract>policy>dispatch,CONTRACT_SOURCE_TYPE_UNBOUND
spoofed_source,179,1,0,denied,0,0,0,0,0,0,0,1,1,b9866c90a9634e29b9ca96d6c8d94209,contract>policy>dispatch,CONTRACT_SOURCE_TYPE_UNBOUND
spoofed_source,180,1,0,denied,0,0,0,0,0,0,0,1,1,2de04c8633fd4a81ac8ffa666af3abe0,contract>policy>dispatch,CONTRACT_SOURCE_TYPE_UNBOUND
post_admission_tool_escalation,181,1,0,dispatched,1,0,0,200,1,0,1,1,1,66a033c9e29243c0aa2dc86b08b6e3d9,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,182,1,0,dispatched,1,0,0,200,1,0,1,1,1,56a3aec55ff2477b9df67d8ad85375b5,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,183,1,0,dispatched,1,0,0,200,1,0,1,1,1,b9955944cb9a4ae8b9c660952c2f5acf,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,184,1,0,dispatched,1,0,0,200,1,0,1,1,1,b4bd0cfa149d4ff8a9b42922212d1651,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,185,1,0,dispatched,1,0,0,200,1,0,1,1,1,e588c506c2c443228954048986a6542e,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,186,1,0,dispatched,1,0,0,200,1,0,1,1,1,36169b4e74ce430394dd491af272082a,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,187,1,0,dispatched,1,0,0,200,1,0,1,1,1,0fad77c257944d7eb49c21e47fa55531,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,188,1,0,dispatched,1,0,0,200,1,0,1,1,1,7e714877d8934b158d7c2ad6059e6e33,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,189,1,0,dispatched,1,0,0,200,1,0,1,1,1,b2b6f435487645289b134ad76418034c,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,190,1,0,dispatched,1,0,0,200,1,0,1,1,1,2c6e39243dcc4314b5e1ca8cee7c6d33,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,191,1,0,dispatched,1,0,0,200,1,0,1,1,1,e346aef78f9a48bf83bcc88bfa3253e6,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,192,1,0,dispatched,1,0,0,200,1,0,1,1,1,f8ee022af5674eea9b8421371b3b125f,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,193,1,0,dispatched,1,0,0,200,1,0,1,1,1,1a889a2cf2a64b049bc94a08266e2864,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,194,1,0,dispatched,1,0,0,200,1,0,1,1,1,74388e171e044e60b9e572ca0b827f8a,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,195,1,0,dispatched,1,0,0,200,1,0,1,1,1,a4f11130e05d4b79a5fe21a610752fd7,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,196,1,0,dispatched,1,0,0,200,1,0,1,1,1,697298ef30ba4d199e48cfbf0982201a,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,197,1,0,dispatched,1,0,0,200,1,0,1,1,1,a95e5146a09c466fb9718bc97cc563d7,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,198,1,0,dispatched,1,0,0,200,1,0,1,1,1,af699744abfd42569ff05c0216939895,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,199,1,0,dispatched,1,0,0,200,1,0,1,1,1,f89cc233407d498ebd3617a955da1df2,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,200,1,0,dispatched,1,0,0,200,1,0,1,1,1,802b39bde5764a1b8701086870d1dbd6,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,201,1,0,dispatched,1,0,0,200,1,0,1,1,1,41084e59f90f4445be98d5241ca29e8a,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,202,1,0,dispatched,1,0,0,200,1,0,1,1,1,4dadaa3134d44ce59e8ae2c2755e366f,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,203,1,0,dispatched,1,0,0,200,1,0,1,1,1,9f7a873f65fa4621b2dd463a4d2eaefd,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,204,1,0,dispatched,1,0,0,200,1,0,1,1,1,c4b9f62b2144445a85888a52389e733e,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,205,1,0,dispatched,1,0,0,200,1,0,1,1,1,b7587647b8e342229f8c7f097f575c84,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,206,1,0,dispatched,1,0,0,200,1,0,1,1,1,604d0e6c585d49589b48235a045b3115,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,207,1,0,dispatched,1,0,0,200,1,0,1,1,1,31770258f136466980619506b889fdad,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,208,1,0,dispatched,1,0,0,200,1,0,1,1,1,1c1150776c274097b731e9686bc57cd4,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,209,1,0,dispatched,1,0,0,200,1,0,1,1,1,6f24f5ffba18431ba68363068b0c12a2,contract>policy>a2a_task>dispatch,
post_admission_tool_escalation,210,1,0,dispatched,1,0,0,200,1,0,1,1,1,ac0047c5ba7b49e6a1dc9f3e23f543e0,contract>policy>a2a_task>dispatch,
production_sensitive_action,211,1,0,approval_required,0,1,0,0,0,0,0,1,1,454241c0d4fb429f994c4ec53b8d1558,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,212,1,0,approval_required,0,1,0,0,0,0,0,1,1,e04c3d2df9e64bf0b7aa25c46d3c04e9,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,213,1,0,approval_required,0,1,0,0,0,0,0,1,1,ffabbf75e94d480b9202914bd61db1d0,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,214,1,0,approval_required,0,1,0,0,0,0,0,1,1,e141809c075945539dca52a7d89750b9,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,215,1,0,approval_required,0,1,0,0,0,0,0,1,1,c8268310dc9045d987a88b27737e6d19,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,216,1,0,approval_required,0,1,0,0,0,0,0,1,1,55680c40db4242f592d983ca56e5c566,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,217,1,0,approval_required,0,1,0,0,0,0,0,1,1,d37e6fa85bf543afb33274b427e57ce9,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,218,1,0,approval_required,0,1,0,0,0,0,0,1,1,4f7141529e584f8080b238a6f6625648,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,219,1,0,approval_required,0,1,0,0,0,0,0,1,1,747ba6111bb14471b08ef045f1a73dd1,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,220,1,0,approval_required,0,1,0,0,0,0,0,1,1,40eda80672de498380e9d4204190bba2,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,221,1,0,approval_required,0,1,0,0,0,0,0,1,1,24a31e93e18f435787d064685b285fec,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,222,1,0,approval_required,0,1,0,0,0,0,0,1,1,022439df64ce441da0629b3a3f3e9341,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,223,1,0,approval_required,0,1,0,0,0,0,0,1,1,19cd370c962c4aedbb049bf6fd744c26,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,224,1,0,approval_required,0,1,0,0,0,0,0,1,1,4a6c59a0500a4a5ebb6879daf654a575,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,225,1,0,approval_required,0,1,0,0,0,0,0,1,1,a6e1d3818caf41449fb9408e53832459,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,226,1,0,approval_required,0,1,0,0,0,0,0,1,1,9fbcab0b22804da8af324c3c8673cd43,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,227,1,0,approval_required,0,1,0,0,0,0,0,1,1,ee0bd9804e61436d9ae20dc2ac7b7a44,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,228,1,0,approval_required,0,1,0,0,0,0,0,1,1,c2a767aad07040aa8de49b6d09097865,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,229,1,0,approval_required,0,1,0,0,0,0,0,1,1,0061011e2af443dea68e2fbbfaabf514,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,230,1,0,approval_required,0,1,0,0,0,0,0,1,1,f655b68c5b414e0383847b95249bbf49,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,231,1,0,approval_required,0,1,0,0,0,0,0,1,1,b58a86e0d1f2411fb3220e37a5f0691a,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,232,1,0,approval_required,0,1,0,0,0,0,0,1,1,f105ff0dfe5940409494ba88c8ed8ab3,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,233,1,0,approval_required,0,1,0,0,0,0,0,1,1,8ac41956972d4297bca4d18713c14812,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,234,1,0,approval_required,0,1,0,0,0,0,0,1,1,38d6ea3accbf49cca27c458dba15c9b3,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,235,1,0,approval_required,0,1,0,0,0,0,0,1,1,95dae03408584fd997ee383aceeb9c1a,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,236,1,0,approval_required,0,1,0,0,0,0,0,1,1,47133dc49206474c96188510068f6ce0,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,237,1,0,approval_required,0,1,0,0,0,0,0,1,1,01b661dec79043888cc422edcf046006,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,238,1,0,approval_required,0,1,0,0,0,0,0,1,1,a1e6dd96ab904dfaac7bb861e579c2ea,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,239,1,0,approval_required,0,1,0,0,0,0,0,1,1,1b33326758554b8eb114f4c745de415d,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
production_sensitive_action,240,1,0,approval_required,0,1,0,0,0,0,0,1,1,a4c00133fcb94556989c8add7418f656,contract>policy>dispatch>approval,POLICY_PRODUCTION_SENSITIVE_ACTION
normal_authorized,241,0,1,dispatched,1,0,1,200,1,1,0,1,1,83f98de8b3964c3b939676ff0fb252c0,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,242,0,1,dispatched,1,0,1,200,1,1,0,1,1,67f0b9b6b0d34ac397cee5c9f4d3997f,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,243,0,1,dispatched,1,0,1,200,1,1,0,1,1,801f26728fff46949877263129a23611,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,244,0,1,dispatched,1,0,1,200,1,1,0,1,1,d1ec7eccbfe74c7f8167ce7b1da2852e,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,245,0,1,dispatched,1,0,1,200,1,1,0,1,1,613bfd9589ef4f3b90d96afed434d4e9,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,246,0,1,dispatched,1,0,1,200,1,1,0,1,1,91baa28f1fbd4ce59d970ad79d704f0e,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,247,0,1,dispatched,1,0,1,200,1,1,0,1,1,33cf6b755a85467ab78b751b19fb6c3c,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,248,0,1,dispatched,1,0,1,200,1,1,0,1,1,6cbd71d8143b4b1f856c5eaaabd5161c,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,249,0,1,dispatched,1,0,1,200,1,1,0,1,1,b5a058c88a1549138a26ad0f022f0395,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,250,0,1,dispatched,1,0,1,200,1,1,0,1,1,1adbdd90f56544aaa08c9230a7b2451f,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,251,0,1,dispatched,1,0,1,200,1,1,0,1,1,698b38185f1d49799514b31104368490,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,252,0,1,dispatched,1,0,1,200,1,1,0,1,1,990cbe2a27464a54ab6c8f1d74fe1ee1,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,253,0,1,dispatched,1,0,1,200,1,1,0,1,1,be94a797219a4e92b902e24f49a43828,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,254,0,1,dispatched,1,0,1,200,1,1,0,1,1,6f7f1c5c7bab4afcb2a3f5de1c978565,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,255,0,1,dispatched,1,0,1,200,1,1,0,1,1,ea68186ed3e340bba47aeaf5a2e33986,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,256,0,1,dispatched,1,0,1,200,1,1,0,1,1,e83e291e90f347a28af08b6b829902fa,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,257,0,1,dispatched,1,0,1,200,1,1,0,1,1,0474322a731b48b18bd3c863c4c5c981,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,258,0,1,dispatched,1,0,1,200,1,1,0,1,1,d50ff8aa1bee41e0a208c677a4249458,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,259,0,1,dispatched,1,0,1,200,1,1,0,1,1,d1c0c95d348a4c6e82171a185308e445,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,260,0,1,dispatched,1,0,1,200,1,1,0,1,1,2f683ae8403d472c92d343db6b2c62d5,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,261,0,1,dispatched,1,0,1,200,1,1,0,1,1,7fe5f50de4674ff39d832a7766edfd6e,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,262,0,1,dispatched,1,0,1,200,1,1,0,1,1,b51b7ffeae6340a3958d30fecddc4568,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,263,0,1,dispatched,1,0,1,200,1,1,0,1,1,b023b37a06a94b3192961da978128b1f,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,264,0,1,dispatched,1,0,1,200,1,1,0,1,1,b51bee42f94c4c6ab77d7666ff005175,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,265,0,1,dispatched,1,0,1,200,1,1,0,1,1,814b0125b8b64859a4056b15d03aebcc,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,266,0,1,dispatched,1,0,1,200,1,1,0,1,1,253816e031bd432e85b642676c73c6a5,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,267,0,1,dispatched,1,0,1,200,1,1,0,1,1,5522f6b2629f472a8b91c6b49216c9e2,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,268,0,1,dispatched,1,0,1,200,1,1,0,1,1,135c34d4704d4dada856ff9a8bcfd781,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,269,0,1,dispatched,1,0,1,200,1,1,0,1,1,2d6c7e1b190349f5897aef4f9e2268f4,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
normal_authorized,270,0,1,dispatched,1,0,1,200,1,1,0,1,1,7a420e323ce6408fbc6eb5ab43f284d0,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,271,0,1,dispatched,1,0,1,200,1,0,1,1,1,14a59929681a429d9efddee4c836545f,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,272,0,1,dispatched,1,0,1,200,1,0,1,1,1,8fd8406584ab42da8aca1d8a150875db,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,273,0,1,dispatched,1,0,1,200,1,0,1,1,1,e7bf007bbf0b426b94c180c01fefc2ce,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,274,0,1,dispatched,1,0,1,200,1,0,1,1,1,7bca0f2ce4754677a535cf7e7c67298f,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,275,0,1,dispatched,1,0,1,200,1,0,1,1,1,63b2d3643d4c4b46a5e91287971efd2d,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,276,0,1,dispatched,1,0,1,200,1,0,1,1,1,3530fe63587b4675b07c8db41aadde54,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,277,0,1,dispatched,1,0,1,200,1,0,1,1,1,1bdd8124f1704963bf1f738beaaf99ba,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,278,0,1,dispatched,1,0,1,200,1,0,1,1,1,a6d9a6e0f7d3461e987821d7375a47b3,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,279,0,1,dispatched,1,0,1,200,1,0,1,1,1,0080a7c146314b5fb3089f746fd931b2,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,280,0,1,dispatched,1,0,1,200,1,0,1,1,1,884ee73a60734cd7bae3161776af4137,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,281,0,1,dispatched,1,0,1,200,1,0,1,1,1,ecb0a095f17e422e99bdd26c81e5175e,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,282,0,1,dispatched,1,0,1,200,1,0,1,1,1,676eafac4fa649f6a1abd2ac6bd0e26f,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,283,0,1,dispatched,1,0,1,200,1,0,1,1,1,4c6ff69f241f48d4a6ee019fbadc0632,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,284,0,1,dispatched,1,0,1,200,1,0,1,1,1,6454d8c3bb494831b2642c3a92e2a95d,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,285,0,1,dispatched,1,0,1,200,1,0,1,1,1,66adee0b0846469baec2dba44a0360ac,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,286,0,1,dispatched,1,0,1,200,1,0,1,1,1,821d22e8cd964a2ea435691045724208,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,287,0,1,dispatched,1,0,1,200,1,0,1,1,1,beb07ba826224a2881f6f26e25480519,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,288,0,1,dispatched,1,0,1,200,1,0,1,1,1,97d19c24b031461cbeff74cebb315d62,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,289,0,1,dispatched,1,0,1,200,1,0,1,1,1,4218775eeda04824b6fb50739321819c,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,290,0,1,dispatched,1,0,1,200,1,0,1,1,1,0d1e3fe0be0f4d0cb7119273e76796d6,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,291,0,1,dispatched,1,0,1,200,1,0,1,1,1,6753bf5711c84828bcbee5ebb5ede6aa,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,292,0,1,dispatched,1,0,1,200,1,0,1,1,1,6879caaf36be4b948fb75cc80cb3ef65,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,293,0,1,dispatched,1,0,1,200,1,0,1,1,1,a53f08ad0d634b37a5f268b191c58a6b,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,294,0,1,dispatched,1,0,1,200,1,0,1,1,1,287e336da04248ffa39048c1a2c68394,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,295,0,1,dispatched,1,0,1,200,1,0,1,1,1,291d67ec17c641b2ad7b2a02e5d24101,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,296,0,1,dispatched,1,0,1,200,1,0,1,1,1,f8a1a50bd34f4bc18cfa3c8ded1ec39b,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,297,0,1,dispatched,1,0,1,200,1,0,1,1,1,1386d6f18cb24e3eb7aaa6ebb68d25ca,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,298,0,1,dispatched,1,0,1,200,1,0,1,1,1,65e0eaf772ce4d84957329b7a8b053e6,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,299,0,1,dispatched,1,0,1,200,1,0,1,1,1,032e651bfc6c441d94104718d426e3a8,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
spoofed_source,300,0,1,dispatched,1,0,1,200,1,0,1,1,1,f4ecf58416ad4bc7a9aa7ccf232e8fa0,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,301,0,1,dispatched,1,0,1,403,0,0,0,1,1,088558a7d1ea41f7bed64df1d121f6f2,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,302,0,1,dispatched,1,0,1,403,0,0,0,1,1,93937cff152e469597b35b9ed9b0cc44,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,303,0,1,dispatched,1,0,1,403,0,0,0,1,1,28a9f7f142814014b45dd39b5a27b3f8,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,304,0,1,dispatched,1,0,1,403,0,0,0,1,1,2dbe2d2c577f4d85a78e2e044e04849a,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,305,0,1,dispatched,1,0,1,403,0,0,0,1,1,d67d115c1c0d44fa8b1bbaef80a60fed,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,306,0,1,dispatched,1,0,1,403,0,0,0,1,1,8e251375a52f4c9e8f6b4a6159217fae,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,307,0,1,dispatched,1,0,1,403,0,0,0,1,1,6c2b4011b86b4f109f8e76d8851b3a3c,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,308,0,1,dispatched,1,0,1,403,0,0,0,1,1,61f706df7c6040208b41b49b02c8313b,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,309,0,1,dispatched,1,0,1,403,0,0,0,1,1,2218f0d8da7b4c30854001b159079bbf,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,310,0,1,dispatched,1,0,1,403,0,0,0,1,1,c740dc71fba3418594b5c52f589acf37,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,311,0,1,dispatched,1,0,1,403,0,0,0,1,1,b0538a20606243edb61cfebddbb1970a,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,312,0,1,dispatched,1,0,1,403,0,0,0,1,1,bd09dfdd399046dd874a1bf71a2f85eb,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,313,0,1,dispatched,1,0,1,403,0,0,0,1,1,936cfede108a46dc96f653e498bc4f2a,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,314,0,1,dispatched,1,0,1,403,0,0,0,1,1,7a831998e1aa47d6861dc9fab73dc704,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,315,0,1,dispatched,1,0,1,403,0,0,0,1,1,19d5d8d6776c419ea11315546cd77044,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,316,0,1,dispatched,1,0,1,403,0,0,0,1,1,647e1d29b0eb4194aaf70959ca65441c,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,317,0,1,dispatched,1,0,1,403,0,0,0,1,1,807ddbe3ffad4d5ca891c572c524a7ad,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,318,0,1,dispatched,1,0,1,403,0,0,0,1,1,078ac03f64ba485a991e69ffa3f76278,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,319,0,1,dispatched,1,0,1,403,0,0,0,1,1,e11a0d1531e34b2da27eed7a7fab1cca,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,320,0,1,dispatched,1,0,1,403,0,0,0,1,1,7451948a4e054146a61a71abc5a4a12b,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,321,0,1,dispatched,1,0,1,403,0,0,0,1,1,ce2e6eadee9f4620bdec73308a7c7191,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,322,0,1,dispatched,1,0,1,403,0,0,0,1,1,27b7916970674083a71ab9ae0a1e6939,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,323,0,1,dispatched,1,0,1,403,0,0,0,1,1,0480c044810d4af3a2a9dabefb59971b,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,324,0,1,dispatched,1,0,1,403,0,0,0,1,1,4bb656ff913e4ea0a080a58e9d101ece,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,325,0,1,dispatched,1,0,1,403,0,0,0,1,1,12261b5207b04cf5bcc1d036bba38df3,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,326,0,1,dispatched,1,0,1,403,0,0,0,1,1,2b56749222084565873137b1198d2adf,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,327,0,1,dispatched,1,0,1,403,0,0,0,1,1,fec3271ff2f74977b9043eb3fea0bf62,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,328,0,1,dispatched,1,0,1,403,0,0,0,1,1,54b93d04f0fb4ed8a512f2e39d1211b3,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
post_admission_tool_escalation,329,0,1,dispatched,1,0,1,403,0,0,0,1,1,71bbf80fc88149a2932d1308f56e9787,contract>policy>a2a_task>dispatch>tool_grant>tool_call,
